,起飛時間(出發),起飛地點(出發),抵達時間(出發),抵達地點(出發),起飛時間(回程),起飛地點(回程),抵達時間(回程),抵達地點(回程),航空公司,購買網站,一人價格(TWD),兩人總價(TWD),買票去！
184,10:35,TPE,14:05,ICN,10:30,ICN,12:10,TPE,真航空、大韓航空,Trip.com,14447,28894,https://tinyurl.com/2y2y753h
185,15:20,TPE,05:50,ICN,00:30,ICN,02:15,TPE,峇迪航空、台灣虎航,Trip.com,11162,22324,https://tinyurl.com/29j8l8gj
186,18:55,TPE,22:35,ICN,19:25,GMP,10:00,TPE,大韓航空,ly.com,10605,21210,https://tinyurl.com/27lqtbbr
187,11:50,TPE,15:15,ICN,14:15,ICN,08:55,TPE,濟州航空、澳門航空,Trip.com,9493,18986,https://tinyurl.com/26kh49by
188,17:10,TPE,20:40,ICN,12:55,ICN,17:40,TPE,韓亞航空、中國東方航空,Kiwi.com,13644,27288,https://tinyurl.com/2yhfgpqw
189,10:35,TPE,14:05,ICN,13:50,GMP,15:25,TSA,真航空、長榮航空,Trip.com,14605,29210,https://tinyurl.com/2aymut7y
190,10:35,TPE,14:05,ICN,12:00,ICN,13:35,TPE,真航空、長榮航空,Trip.com,14605,29210,https://tinyurl.com/27jm52wd
191,10:30,TPE,13:55,ICN,19:25,GMP,10:00,TPE,易斯達航空、大韓航空,Trip.com,10747,21494,https://tinyurl.com/28kvu5x6
192,18:55,TPE,22:35,ICN,14:15,ICN,08:55,TPE,大韓航空、澳門航空,Trip.com,9494,18988,https://tinyurl.com/23tudfjn
193,20:45,TSA,16:20,ICN,10:00,ICN,11:30,TPE,廈門航空、韓亞航空,Trip.com,9872,19744,https://tinyurl.com/2avcppfe
194,17:10,TPE,20:40,ICN,11:40,GMP,15:40,TPE,韓亞航空,ly.com,13972,27944,https://tinyurl.com/2baxh38j
195,11:50,TPE,15:15,ICN,11:40,GMP,15:40,TPE,濟州航空、釜山航空,Trip.com,13997,27994,https://tinyurl.com/2cjf2anj
196,17:50,TPE,21:35,ICN,22:35,ICN,14:25,TPE,酷航、香港快運航空,Trip.com,10356,20712,https://tinyurl.com/2cqaduub
197,18:55,TPE,22:35,ICN,08:05,GMP,13:40,TPE,大韓航空,Mytrip,13457,26914,https://tinyurl.com/29c4kbyb
198,20:00,TPE,23:30,ICN,19:45,ICN,21:25,TPE,台灣虎航、長榮航空,Trip.com,14687,29374,https://tinyurl.com/2daf9vuo
199,16:10,TPE,19:45,ICN,08:55,ICN,16:15,TSA,中華航空、中國東方航空,Trip.com,13004,26008,https://tinyurl.com/29aexuod
200,18:55,TPE,22:35,ICN,11:40,GMP,15:40,TPE,大韓航空、釜山航空,Trip.com,13998,27996,https://tinyurl.com/24hlusxw
201,10:30,TPE,13:55,ICN,20:50,ICN,22:30,TPE,易斯達航空、中華航空,Trip.com,14778,29556,https://tinyurl.com/23t7ja8o
202,13:15,TPE,17:05,ICN,12:00,ICN,13:35,TPE,韓亞航空,GotoGate,14696,29392,https://tinyurl.com/2yjpnjxd
203,15:30,TPE,11:00,GMP,08:55,ICN,14:25,TPE,中國東方航空,Mytrip,8858,17716,https://tinyurl.com/2y2krzxx
204,14:50,TPE,08:25,GMP,00:30,ICN,02:15,TPE,濟州航空、台灣虎航,Trip.com,10585,21170,https://tinyurl.com/2dbajm2n
205,19:45,TSA,12:30,ICN,09:55,ICN,16:20,TPE,廈門航空、澳門航空,GotoGate,9437,18874,https://tinyurl.com/29pxxs9t
206,13:15,TPE,17:05,ICN,09:55,ICN,16:20,TPE,韓亞航空、澳門航空,Kiwi.com,13316,26632,https://tinyurl.com/22fune4c
207,02:50,TPE,21:30,GMP,00:30,ICN,02:15,TPE,濟州航空、台灣虎航,Trip.com,10277,20554,https://tinyurl.com/2cyetjz7
208,17:10,TPE,20:40,ICN,14:15,ICN,15:50,TPE,韓亞航空,Kiwi.com,14912,29823,https://tinyurl.com/2yvprd3w
209,19:45,TSA,12:30,ICN,10:00,ICN,11:30,TPE,廈門航空、韓亞航空,Trip.com,10994,21988,https://tinyurl.com/2xh2w88y
210,11:50,TPE,15:15,ICN,19:25,GMP,10:00,TPE,濟州航空、大韓航空,Trip.com,11070,22140,https://tinyurl.com/2xnvaseq
211,16:10,TPE,19:45,ICN,21:35,ICN,10:15,TSA,中華航空、中國東方航空,Trip.com,11630,23260,https://tinyurl.com/23v8ps4y
212,16:10,TPE,19:45,ICN,09:55,ICN,19:15,TPE,中華航空、澳門航空,Trip.com,12680,25360,https://tinyurl.com/2aqkdyty
213,18:55,TPE,22:35,ICN,07:00,GMP,13:40,TPE,大韓航空,Mytrip,13457,26914,https://tinyurl.com/2cypgo3j
214,10:30,TPE,13:55,ICN,16:10,ICN,17:50,TPE,易斯達航空、大韓航空,Trip.com,15048,30096,https://tinyurl.com/25p9bvlu
215,17:10,TPE,20:40,ICN,07:20,GMP,12:35,TPE,韓亞航空,ly.com,13972,27944,https://tinyurl.com/27xefktf
216,11:50,TPE,15:15,ICN,20:50,ICN,22:30,TPE,濟州航空、中華航空,Trip.com,15101,30202,https://tinyurl.com/22or8j6e
217,09:45,TPE,22:45,ICN,08:55,ICN,16:15,TSA,澳門航空、中國東方航空,Trip.com,10599,21198,https://tinyurl.com/2dbl6ql2
218,18:55,TPE,22:35,ICN,20:50,ICN,22:30,TPE,大韓航空、中華航空,Trip.com,15102,30204,https://tinyurl.com/2xhv8vdx
219,15:20,TPE,05:50,ICN,09:05,ICN,10:50,TPE,峇迪航空、濟州航空,Trip.com,11858,23716,https://tinyurl.com/2bfyojl9
220,17:10,TPE,20:40,ICN,14:15,ICN,08:55,TPE,韓亞航空、澳門航空,Trip.com,10098,20196,https://tinyurl.com/2ymm6rxm
221,15:20,TPE,05:50,ICN,11:15,GMP,12:55,TSA,峇迪航空、易斯達航空,Trip.com,11901,23802,https://tinyurl.com/2bdb56bb
222,10:30,TPE,13:55,ICN,22:35,ICN,12:45,TPE,易斯達航空、香港快運航空,Trip.com,11572,23144,https://tinyurl.com/239reabq
223,17:10,TPE,20:40,ICN,11:40,GMP,15:40,TPE,韓亞航空、釜山航空,Trip.com,14602,29204,https://tinyurl.com/29xf3lg4
224,11:50,TPE,15:15,ICN,16:10,ICN,17:50,TPE,濟州航空、大韓航空,Trip.com,15371,30742,https://tinyurl.com/297af8mt
225,09:45,TPE,22:45,ICN,09:55,ICN,19:15,TPE,澳門航空,ezTravel 易遊網,10238,20476,https://tinyurl.com/24mn5bdm
226,18:55,TPE,22:35,ICN,16:10,ICN,17:50,TPE,大韓航空,Trip.com,15372,30744,https://tinyurl.com/237mnywc
227,20:00,TPE,23:30,ICN,14:55,ICN,11:45,TPE,台灣虎航、深圳航空,Trip.com,9683,19366,https://tinyurl.com/28aoazge
228,18:55,TPE,22:35,ICN,17:20,GMP,10:00,TPE,大韓航空,Mytrip,10906,21811,https://tinyurl.com/24anyha3
229,10:35,TPE,14:05,ICN,14:15,ICN,15:50,TPE,真航空、韓亞航空,Trip.com,15482,30964,https://tinyurl.com/27saxupw
230,14:00,TSA,17:25,GMP,08:55,ICN,16:15,TSA,德威航空、中國東方航空,Trip.com,13784,27568,https://tinyurl.com/27oss463
231,20:05,TPE,13:15,ICN,08:55,ICN,16:15,TSA,澳門航空、中國東方航空,Trip.com,9672,19344,https://tinyurl.com/2dc2blnz
232,17:50,TPE,21:35,ICN,13:30,ICN,10:10,TPE,酷航、廈門航空,Trip.com,9739,19478,https://tinyurl.com/2yqhhfny
233,14:50,TPE,08:25,GMP,09:05,ICN,10:50,TPE,濟州航空,Trip.com,11281,22562,https://tinyurl.com/23bw5zo7
234,02:50,TPE,21:30,GMP,09:05,ICN,10:50,TPE,濟州航空,Trip.com,10973,21946,https://tinyurl.com/255wom93
235,14:50,TPE,08:25,GMP,11:15,GMP,12:55,TSA,濟州航空、易斯達航空,Trip.com,11324,22648,https://tinyurl.com/2cbkt9ro
236,17:10,TPE,20:40,ICN,19:25,GMP,10:00,TPE,韓亞航空、大韓航空,Trip.com,11675,23350,https://tinyurl.com/25twwag8
237,18:55,TPE,22:35,ICN,12:35,ICN,14:10,TPE,中華航空,ly.com,15533,31066,https://tinyurl.com/2ypf5bgr
238,09:45,TPE,22:45,ICN,12:35,ICN,14:10,TPE,澳門航空、中華航空,Trip.com,12740,25480,https://tinyurl.com/25a24own
239,02:50,TPE,21:30,GMP,11:15,GMP,12:55,TSA,濟州航空、易斯達航空,Trip.com,11016,22032,https://tinyurl.com/256kvvcr
240,10:30,TPE,13:55,ICN,22:35,ICN,14:25,TPE,易斯達航空、香港快運航空,Trip.com,11358,22716,https://tinyurl.com/25dgazjj
241,20:00,TPE,23:30,ICN,15:40,ICN,11:00,TPE,台灣虎航、大灣區航空,Trip.com,10294,20588,https://tinyurl.com/22lk56kq
242,11:50,TPE,15:15,ICN,22:35,ICN,12:45,TPE,濟州航空、香港快運航空,Trip.com,11895,23790,https://tinyurl.com/22sfgqrz
243,20:00,TPE,23:30,ICN,14:45,ICN,11:15,TPE,台灣虎航、香港航空,Trip.com,10019,20038,https://tinyurl.com/24du4tso
244,13:15,TPE,17:05,ICN,08:55,ICN,16:15,TSA,韓亞航空、中國東方航空,Trip.com,13870,27740,https://tinyurl.com/22vtmkee
245,14:00,TSA,17:25,GMP,21:35,ICN,10:15,TSA,德威航空、中國東方航空,Trip.com,12410,24820,https://tinyurl.com/249kmd3t
246,16:10,TPE,19:45,ICN,14:45,ICN,20:45,TPE,中華航空、香港航空,Trip.com,14361,28722,https://tinyurl.com/22x5qlsz
247,18:55,TPE,22:35,ICN,22:35,ICN,12:45,TPE,大韓航空、香港快運航空,Trip.com,11896,23792,https://tinyurl.com/2dhsb4o3
248,17:10,TPE,20:40,ICN,20:50,ICN,22:30,TPE,韓亞航空、中華航空,Trip.com,15706,31412,https://tinyurl.com/2c7wl26k
249,16:10,TPE,19:45,ICN,07:50,ICN,09:25,TPE,大韓航空,GotoGate,15716,31431,https://tinyurl.com/2xqo9cuv
250,14:00,TSA,17:25,GMP,09:55,ICN,19:15,TPE,德威航空、澳門航空,Trip.com,13460,26920,https://tinyurl.com/2cy49ews
251,15:20,TPE,05:50,ICN,08:55,ICN,14:25,TPE,峇迪航空、中國東方航空,Trip.com,11316,22632,https://tinyurl.com/27ph2d9r
252,16:10,TPE,19:45,ICN,10:30,ICN,12:10,TPE,中華航空、大韓航空,Trip.com,15746,31492,https://tinyurl.com/2dcnzur9
253,20:05,TPE,13:15,ICN,09:55,ICN,19:15,TPE,澳門航空,燦星旅遊,9429,18858,https://tinyurl.com/2aa3o9wc
254,09:45,TPE,22:45,ICN,12:45,ICN,20:30,TPE,澳門航空、香港快運航空,Trip.com,11158,22316,https://tinyurl.com/2ytagx66
255,18:55,TPE,22:35,ICN,16:00,GMP,10:00,TPE,大韓航空,Mytrip,10906,21811,https://tinyurl.com/2235rkcv
256,12:30,TPE,20:10,ICN,09:55,ICN,16:20,TPE,中國國際航空、澳門航空,Ezfly 易飛網,13197,26394,https://tinyurl.com/27y2mux6
257,14:00,TSA,17:25,GMP,12:35,ICN,14:10,TPE,德威航空、中華航空,Trip.com,15925,31850,https://tinyurl.com/25yubjzg
258,20:05,TPE,13:15,ICN,12:35,ICN,14:10,TPE,澳門航空、中華航空,Trip.com,11813,23626,https://tinyurl.com/25z6uudu
259,16:10,TPE,19:45,ICN,12:00,ICN,13:35,TPE,中華航空、長榮航空,Trip.com,15904,31808,https://tinyurl.com/2aomo7hs
260,16:10,TPE,19:45,ICN,13:50,GMP,15:25,TSA,中華航空、長榮航空,Trip.com,15904,31808,https://tinyurl.com/2bwrrtpd
261,11:50,TPE,15:15,ICN,22:35,ICN,14:25,TPE,濟州航空、香港快運航空,Trip.com,11681,23362,https://tinyurl.com/2cgwnupq
262,12:20,TSA,20:35,ICN,08:55,ICN,14:25,TPE,上海航空、中國東方航空,GotoGate,13343,26686,https://tinyurl.com/2c8dpu93
263,17:50,TPE,21:35,ICN,19:45,ICN,21:25,TPE,酷航、長榮航空,Trip.com,15864,31728,https://tinyurl.com/2y7t4fdv
264,13:15,TPE,17:05,ICN,09:55,ICN,19:15,TPE,韓亞航空、澳門航空,Trip.com,13546,27092,https://tinyurl.com/2bhdz9yv
265,18:40,TPE,11:00,GMP,21:35,ICN,10:15,TSA,中國東方航空,GotoGate,8798,17596,https://tinyurl.com/26auovvx
266,17:10,TPE,20:40,ICN,16:10,ICN,17:50,TPE,韓亞航空、大韓航空,Trip.com,15976,31952,https://tinyurl.com/2yz8adsm
267,18:55,TPE,22:35,ICN,22:35,ICN,14:25,TPE,大韓航空、香港快運航空,Trip.com,11682,23364,https://tinyurl.com/2298z22r
268,18:55,TPE,22:35,ICN,12:35,ICN,14:10,TPE,大韓航空,ly.com,16022,32044,https://tinyurl.com/26s59hjg
269,13:15,TPE,17:05,ICN,12:00,ICN,13:35,TPE,長榮航空,ly.com,15996,31992,https://tinyurl.com/2cyl2rne
270,13:15,TPE,17:05,ICN,13:50,GMP,15:25,TSA,長榮航空,ly.com,15996,31992,https://tinyurl.com/22eda8wl
271,13:15,TPE,17:05,ICN,12:35,ICN,14:10,TPE,韓亞航空、中華航空,Trip.com,16011,32022,https://tinyurl.com/29kyetz9
272,09:45,TPE,22:45,ICN,14:45,ICN,20:45,TPE,澳門航空、香港航空,Trip.com,11956,23912,https://tinyurl.com/234z87yr
273,14:50,TPE,08:25,GMP,08:55,ICN,14:25,TPE,濟州航空、中國東方航空,Trip.com,10739,21478,https://tinyurl.com/2arb8sks
274,17:15,TSA,11:00,GMP,08:55,ICN,14:25,TPE,中國東方航空,GotoGate,10695,21389,https://tinyurl.com/24onfncv
275,20:00,TPE,23:30,ICN,06:20,GMP,23:30,TPE,台灣虎航、濟州航空,Trip.com,11471,22942,https://tinyurl.com/29v69xgt
276,18:55,TPE,22:35,ICN,13:50,GMP,10:00,TPE,大韓航空,ly.com,10524,21048,https://tinyurl.com/2yv3nv47
277,17:10,TPE,20:40,ICN,08:40,GMP,15:40,TPE,韓亞航空,Mytrip,14530,29059,https://tinyurl.com/2afb5yh9
278,02:50,TPE,21:30,GMP,08:55,ICN,14:25,TPE,濟州航空、中國東方航空,Trip.com,10431,20862,https://tinyurl.com/2ddlh5kb
279,14:00,TSA,17:25,GMP,12:45,ICN,20:30,TPE,德威航空、香港快運航空,Trip.com,14343,28686,https://tinyurl.com/295ya3ua
280,10:35,TPE,14:05,ICN,20:50,ICN,22:30,TPE,真航空、中華航空,Trip.com,16175,32350,https://tinyurl.com/277jz6pz
281,15:20,TPE,05:50,ICN,10:00,ICN,11:30,TPE,峇迪航空、韓亞航空,Trip.com,12950,25900,https://tinyurl.com/2y385l7n
282,17:10,TPE,20:40,ICN,22:35,ICN,12:45,TPE,韓亞航空、香港快運航空,Trip.com,12500,25000,https://tinyurl.com/224hun8g
283,09:45,TPE,22:45,ICN,13:50,GMP,15:25,TSA,澳門航空、長榮航空,Trip.com,13499,26998,https://tinyurl.com/2degqspa
284,15:20,TPE,05:50,ICN,09:55,ICN,16:20,TPE,峇迪航空、澳門航空,Trip.com,11606,23212,https://tinyurl.com/284jrpyg
285,18:40,TPE,11:00,GMP,08:55,ICN,16:15,TSA,中國東方航空,GotoGate,10783,21566,https://tinyurl.com/23bromb2
286,14:00,TSA,17:25,GMP,14:45,ICN,20:45,TPE,德威航空、香港航空,Trip.com,15141,30282,https://tinyurl.com/2clpwr87
287,20:05,TPE,13:15,ICN,14:45,ICN,20:45,TPE,澳門航空、香港航空,Trip.com,11029,22058,https://tinyurl.com/29htnl5s
288,10:35,TPE,14:05,ICN,16:10,ICN,17:50,TPE,真航空、大韓航空,Trip.com,16445,32890,https://tinyurl.com/2atgx4x9
289,19:45,TSA,12:30,ICN,08:55,ICN,16:15,TSA,廈門航空、中國東方航空,Trip.com,10788,21576,https://tinyurl.com/2xutbx9l
290,14:00,TSA,17:25,GMP,10:30,ICN,12:10,TPE,德威航空、大韓航空,Trip.com,16526,33052,https://tinyurl.com/2a9z5zgo
291,10:35,TPE,14:05,ICN,09:55,ICN,16:20,TPE,大韓航空、澳門航空,ly.com,15108,30216,https://tinyurl.com/23hko5bk
292,14:50,TPE,08:25,GMP,10:00,ICN,11:30,TPE,濟州航空、韓亞航空,Trip.com,12373,24746,https://tinyurl.com/2xzt7662
293,07:55,TPE,15:10,GMP,07:50,ICN,09:25,TPE,大韓航空,GotoGate,15449,30898,https://tinyurl.com/26qlpzaq
294,02:50,TPE,21:30,GMP,10:00,ICN,11:30,TPE,濟州航空、韓亞航空,Trip.com,12065,24130,https://tinyurl.com/25lurmn4
295,10:35,TPE,14:05,ICN,09:00,GMP,13:40,TPE,大韓航空,GotoGate,15678,31356,https://tinyurl.com/28c3dlbw
296,20:45,TSA,16:20,ICN,12:35,ICN,14:10,TPE,廈門航空、中華航空,Trip.com,11807,23614,https://tinyurl.com/249g8gno
297,16:10,TPE,19:45,ICN,10:30,ICN,12:10,TPE,中華航空,ly.com,16593,33186,https://tinyurl.com/25aqxzoh
298,16:10,TPE,19:45,ICN,20:50,ICN,22:30,TPE,中華航空,ly.com,16601,33202,https://tinyurl.com/2ytk6vsh
299,13:25,TPE,20:25,GMP,10:00,ICN,11:30,TPE,韓亞航空,ly.com,15633,31266,https://tinyurl.com/23ug4mk5
300,14:00,TSA,17:25,GMP,12:00,ICN,13:35,TPE,德威航空、長榮航空,Trip.com,16684,33368,https://tinyurl.com/289hhhu2
301,14:00,TSA,17:25,GMP,13:50,GMP,15:25,TSA,德威航空、長榮航空,Trip.com,16684,33368,https://tinyurl.com/24elxnkz
302,20:05,TPE,13:15,ICN,13:50,GMP,15:25,TSA,澳門航空、長榮航空,Trip.com,12572,25144,https://tinyurl.com/2dq9s8rl
303,13:25,TPE,20:25,GMP,12:00,ICN,13:35,TPE,韓亞航空,ly.com,15633,31266,https://tinyurl.com/29t8k65n
304,14:50,TPE,08:25,GMP,09:55,ICN,16:20,TPE,濟州航空、澳門航空,Trip.com,11029,22058,https://tinyurl.com/23zytxe3
305,13:20,TPE,16:50,ICN,07:50,ICN,09:25,TPE,大韓航空、真航空,Trip.com,16735,33470,https://tinyurl.com/23ou7kks
306,13:15,TPE,17:05,ICN,10:30,ICN,12:10,TPE,韓亞航空、大韓航空,Trip.com,16612,33224,https://tinyurl.com/2bjsxg3n
307,16:10,TPE,19:45,ICN,14:15,ICN,15:50,TPE,中華航空、韓亞航空,Trip.com,16781,33562,https://tinyurl.com/2cozvboc
308,17:10,TPE,20:40,ICN,07:20,GMP,15:40,TPE,韓亞航空,ezTravel 易遊網,14838,29676,https://tinyurl.com/274cer6u
309,10:30,TPE,13:55,ICN,19:45,ICN,21:25,TPE,易斯達航空、長榮航空,Trip.com,16866,33732,https://tinyurl.com/22e67rvd
310,13:15,TPE,17:05,ICN,12:00,ICN,13:35,TPE,韓亞航空、長榮航空,Trip.com,16770,33540,https://tinyurl.com/2xk5lodh
311,13:15,TPE,17:05,ICN,13:50,GMP,15:25,TSA,韓亞航空、長榮航空,Trip.com,16770,33540,https://tinyurl.com/2dgefn3g
312,16:10,TPE,19:45,ICN,10:30,ICN,12:10,TPE,大韓航空,ly.com,16836,33672,https://tinyurl.com/24spsq3z
313,17:15,TSA,19:50,GMP,08:55,ICN,14:25,TPE,中國東方航空,GotoGate,8801,17601,https://tinyurl.com/28dcs6je
314,19:45,TSA,12:30,ICN,12:35,ICN,14:10,TPE,廈門航空、中華航空,Trip.com,12929,25858,https://tinyurl.com/29lsjxcb
315,20:00,TPE,23:30,ICN,02:25,ICN,13:00,TPE,台灣虎航、越捷航空,Trip.com,14232,28464,https://tinyurl.com/2648jjtf
316,18:55,TPE,22:35,ICN,12:25,GMP,10:00,TPE,大韓航空,Mytrip,10906,21811,https://tinyurl.com/25qw262r
317,16:10,TPE,19:45,ICN,14:15,ICN,08:55,TPE,中華航空、澳門航空,Trip.com,11866,23732,https://tinyurl.com/29nj5dm9
318,13:40,TSA,20:45,ICN,20:50,GMP,10:15,TSA,上海航空、中國東方航空,ezTravel 易遊網,12425,24850,https://tinyurl.com/293x3j2x
319,09:45,TPE,22:45,ICN,12:55,ICN,17:40,TPE,澳門航空、中國東方航空,Trip.com,13253,26506,https://tinyurl.com/26g8nexy
320,10:35,TPE,14:05,ICN,19:25,GMP,10:00,TPE,大韓航空,GotoGate,13191,26381,https://tinyurl.com/276dlc27
321,16:10,TPE,19:45,ICN,11:40,GMP,15:40,TPE,中華航空、釜山航空,Trip.com,16370,32740,https://tinyurl.com/26zrjhev
322,13:20,TPE,16:50,ICN,07:50,ICN,09:25,TPE,大韓航空,GotoGate,17155,34310,https://tinyurl.com/234lpuzv
323,09:45,TPE,22:45,ICN,14:15,ICN,08:55,TPE,澳門航空,GotoGate,9181,18361,https://tinyurl.com/2447vj9q
324,10:35,TPE,14:05,ICN,08:05,GMP,13:40,TPE,大韓航空,ezTravel 易遊網,15961,31922,https://tinyurl.com/2b9t36se
325,18:40,TPE,19:50,GMP,08:55,ICN,14:25,TPE,中國東方航空,東南旅遊,9495,18990,https://tinyurl.com/2bot7wgd
326,19:45,TSA,12:30,ICN,12:45,ICN,20:30,TPE,廈門航空、香港快運航空,Trip.com,11347,22694,https://tinyurl.com/2a9spn23
327,13:40,TSA,20:45,ICN,12:55,ICN,17:40,TPE,上海航空、中國東方航空,雄獅旅遊,15152,30304,https://tinyurl.com/245hd4h8
328,13:40,TSA,20:45,ICN,08:55,ICN,17:40,TPE,上海航空、中國東方航空,ezTravel 易遊網,13959,27918,https://tinyurl.com/2282l7cg
329,11:50,TPE,15:15,ICN,19:45,ICN,21:25,TPE,濟州航空、長榮航空,Trip.com,17189,34378,https://tinyurl.com/25pmkksc
330,13:15,TPE,17:05,ICN,11:40,GMP,15:40,TPE,韓亞航空,GotoGate,16438,32876,https://tinyurl.com/262w5ymx
331,18:55,TPE,22:35,ICN,19:45,ICN,21:25,TPE,大韓航空、長榮航空,Trip.com,17190,34380,https://tinyurl.com/2748u3mq
332,07:55,TPE,16:40,GMP,07:50,ICN,09:25,TPE,大韓航空,ezTravel 易遊網,15741,31482,https://tinyurl.com/2xp6t7q7
333,20:05,TPE,22:45,ICN,09:55,ICN,16:20,TPE,澳門航空,燦星旅遊,8929,17858,https://tinyurl.com/2dlfn6g6
334,18:40,TPE,20:35,ICN,08:55,ICN,14:25,TPE,中國東方航空,山富旅遊 Richmond,9439,18878,https://tinyurl.com/2cgopash
335,14:00,TSA,17:25,GMP,12:55,ICN,17:40,TPE,德威航空、中國東方航空,Trip.com,16438,32876,https://tinyurl.com/22mll4uw
336,10:35,TPE,14:05,ICN,09:55,ICN,19:15,TPE,大韓航空、澳門航空,ly.com,15040,30080,https://tinyurl.com/27t4efyu
337,13:15,TPE,17:05,ICN,14:15,ICN,15:50,TPE,韓亞航空,Trip.com,17267,34534,https://tinyurl.com/2yvldgnr
338,16:10,TPE,19:45,ICN,19:25,GMP,10:00,TPE,中華航空、大韓航空,Trip.com,13443,26886,https://tinyurl.com/28v2dq6e
339,20:05,TPE,13:15,ICN,12:55,ICN,17:40,TPE,澳門航空、中國東方航空,Trip.com,12326,24652,https://tinyurl.com/2bl7wos9
340,20:45,TSA,16:20,ICN,13:50,GMP,15:25,TSA,廈門航空、長榮航空,Trip.com,12566,25132,https://tinyurl.com/2xwnf43n
341,17:50,TPE,21:35,ICN,06:20,GMP,23:30,TPE,酷航、濟州航空,Trip.com,12648,25296,https://tinyurl.com/2d8d786d
342,18:40,TPE,20:45,ICN,08:55,ICN,14:25,TPE,中國東方航空,東南旅遊,9495,18990,https://tinyurl.com/2co8b76x
343,19:45,TSA,12:30,ICN,14:45,ICN,20:45,TPE,廈門航空、香港航空,Trip.com,12145,24290,https://tinyurl.com/2bmvj557
344,12:20,TSA,20:45,ICN,20:50,GMP,10:15,TSA,上海航空、中國東方航空,ezTravel 易遊網,12425,24850,https://tinyurl.com/26c6ab9e
345,18:40,TPE,11:55,ICN,08:55,ICN,14:25,TPE,中國東方航空,GotoGate,12184,24367,https://tinyurl.com/2d7huzye
346,10:35,TPE,14:05,ICN,07:00,GMP,13:40,TPE,大韓航空,ezTravel 易遊網,15961,31922,https://tinyurl.com/234ssbk6
347,20:05,TPE,13:15,ICN,14:15,ICN,08:55,TPE,澳門航空,ly.com,8309,16618,https://tinyurl.com/2ax7fzc6
348,14:00,TSA,17:25,GMP,14:15,ICN,15:50,TPE,德威航空、韓亞航空,Trip.com,17561,35122,https://tinyurl.com/2bdhbegz
349,09:45,TPE,22:45,ICN,11:40,GMP,15:40,TPE,澳門航空、釜山航空,Trip.com,13965,27930,https://tinyurl.com/23gsw5np
350,13:20,TPE,16:50,ICN,00:30,ICN,02:15,TPE,大韓航空、台灣虎航,Trip.com,17526,35052,https://tinyurl.com/2b6lwr9q
351,12:20,TSA,20:45,ICN,12:55,ICN,17:40,TPE,上海航空、中國東方航空,雄獅旅遊,15152,30304,https://tinyurl.com/2y3wuksz
352,12:20,TSA,20:45,ICN,08:55,ICN,17:40,TPE,上海航空、中國東方航空,ezTravel 易遊網,13959,27918,https://tinyurl.com/26o6e5dx
353,15:30,TPE,11:00,GMP,21:35,ICN,10:15,TSA,中國東方航空,東南旅遊,9495,18990,https://tinyurl.com/24mtbjzt
354,15:15,TPE,18:45,ICN,12:00,ICN,13:35,TPE,長榮航空,ly.com,17624,35248,https://tinyurl.com/2d73pmvv
355,15:15,TPE,18:45,ICN,13:50,GMP,15:25,TSA,長榮航空,ly.com,17624,35248,https://tinyurl.com/24qahd5p
356,13:25,TPE,21:25,GMP,10:00,ICN,11:30,TPE,韓亞航空,燦星旅遊,16309,32618,https://tinyurl.com/295bu8fm
357,13:25,TPE,21:25,GMP,12:00,ICN,13:35,TPE,韓亞航空,燦星旅遊,16309,32618,https://tinyurl.com/2do8lnwb
358,19:45,TSA,12:30,ICN,13:50,GMP,15:25,TSA,廈門航空、長榮航空,Trip.com,13688,27376,https://tinyurl.com/255al79b
359,14:00,TSA,17:25,GMP,14:15,ICN,08:55,TPE,德威航空、澳門航空,Trip.com,12646,25292,https://tinyurl.com/22yecy6w
360,15:20,TPE,05:50,ICN,08:55,ICN,16:15,TSA,峇迪航空、中國東方航空,Trip.com,12744,25488,https://tinyurl.com/22pejme4
361,16:10,TPE,19:45,ICN,16:10,ICN,17:50,TPE,中華航空、大韓航空,Trip.com,17744,35488,https://tinyurl.com/2b9mxpr6
362,13:40,TSA,20:45,ICN,12:00,GMP,10:15,TSA,上海航空、中國東方航空,雄獅旅遊,10523,21046,https://tinyurl.com/27kpzsjf
363,17:10,TPE,20:40,ICN,19:45,ICN,21:25,TPE,韓亞航空、長榮航空,Trip.com,17794,35588,https://tinyurl.com/22xj2b2x
364,17:15,TSA,20:35,ICN,08:55,ICN,14:25,TPE,中國東方航空,東南旅遊,9495,18990,https://tinyurl.com/2cgvrotp
365,14:00,TSA,17:25,GMP,11:40,GMP,15:40,TPE,德威航空、釜山航空,Trip.com,17150,34300,https://tinyurl.com/2836sg9u
366,20:05,TPE,13:15,ICN,11:40,GMP,15:40,TPE,澳門航空、釜山航空,Trip.com,13038,26076,https://tinyurl.com/29vvyx4o
367,18:55,TPE,22:35,ICN,10:25,GMP,10:00,TPE,大韓航空,東南旅遊,11217,22434,https://tinyurl.com/259k3oy6
368,17:15,TSA,20:45,ICN,08:55,ICN,14:25,TPE,中國東方航空,東南旅遊,9495,18990,https://tinyurl.com/2cwd4ck7
369,07:55,TPE,18:45,GMP,07:50,ICN,09:25,TPE,大韓航空,ezTravel 易遊網,15741,31482,https://tinyurl.com/2a2hgtxq
370,09:45,TPE,22:45,ICN,20:50,ICN,22:30,TPE,澳門航空、中華航空,Trip.com,15069,30138,https://tinyurl.com/28khyjjg
